seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr7	51327403	51327588	186	*	.	1000	.	138.63769	-1	3.73981	91	Intron (uc003tpr.4/23242, intron 1 of 12)	7	51083909	51384515	300607	2	23242	uc003tpr.4	56927	COBL
chr10	77114621	77114767	147	*	.	1000	.	138.58094	-1	3.73981	77	Intron (uc001jxd.2/253264, intron 1 of 2)	10	77161286	77168740	7455	1	100131213	uc010qlf.2	-46519	NA
chr11	87493707	87493838	132	*	.	1000	.	137.74494	-1	3.73981	62	Distal Intergenic	11	87846415	87908635	62221	2	23682	uc001pcj.2	414797	RAB38
chr8	81896036	81896186	151	*	.	1000	.	136.76746	-1	3.73981	74	Intron (uc003ybz.3/55824, intron 7 of 8)	8	81540686	81787016	246331	2	619279	uc003yby.2	-109020	ZNF704
chr10	25766691	25766871	181	*	.	1000	.	136.41603	-1	3.73981	78	Intron (uc001isj.3/57512, intron 5 of 10)	10	25883142	25891157	8016	1	57512	uc001isk.3	-116271	GPR158
chr5	139524141	139524332	192	*	.	1000	.	136.35936	-1	3.73981	92	Distal Intergenic	5	139505521	139508391	2871	1	492311	uc003lfb.1	18620	IGIP
chr8	38512429	38512595	167	*	.	1000	.	135.20397	-1	3.73981	85	Distal Intergenic	8	38457693	38458775	1083	2	286140	uc003xly.3	-53654	NA
chr6	829686	829856	171	*	.	1000	.	134.86706	-1	3.73981	90	Distal Intergenic	6	485138	693141	208004	2	55770	uc011dho.3	-136545	EXOC2
chrX	148441511	148441673	163	*	.	1000	.	134.33824	-1	3.73981	93	Distal Intergenic	23	148560295	148571971	11677	2	3423	uc011mxd.2	130298	IDS
chr2	84855831	84856028	198	*	.	1000	.	133.28392	-1	3.73981	113	Intron (uc010fgb.3/1768, intron 29 of 76)	2	84885416	84924966	39551	1	1768	uc002sor.3	-29388	DNAH6
chr5	97400618	97400782	165	*	.	1000	.	132.85664	-1	3.73981	95	Distal Intergenic	5	98104999	98116889	11891	1	285704	uc003knb.2	-704217	RGMB
chr18	66272072	66272233	162	*	.	1000	.	132.82431	-1	3.73981	61	Distal Intergenic	18	66340925	66382353	41429	2	54495	uc002lkf.3	110120	TMX3
chr3	141071061	141071212	152	*	.	1000	.	132.17939	-1	3.73981	77	Intron (uc003etw.3/253461, intron 1 of 7)	3	141043055	141168632	125578	1	253461	uc003etw.3	28006	ZBTB38
chr6	93786548	93786697	150	*	.	1000	.	132.00572	-1	3.73981	95	Distal Intergenic	6	93949740	94129300	179561	2	2045	uc003poe.3	342603	EPHA7
chr3	110577045	110577209	165	*	.	1000	.	131.96783	-1	3.73981	87	Distal Intergenic	3	110764163	110788806	24644	2	100506555	uc021xcg.1	211597	PVRL3-AS1
chr4	19429823	19429992	170	*	.	1000	.	131.93902	-1	3.73981	102	Distal Intergenic	4	20255235	20620788	365554	1	9353	uc003gpr.1	-825243	SLIT2
chr20	56925238	56925460	223	*	.	1000	.	131.55357	-1	3.73981	119	Intron (uc002xyz.3/57403, intron 3 of 6)	20	56964175	57026156	61982	1	9217	uc002xza.3	-38715	VAPB
chr13	105817088	105817258	171	*	.	1000	.	131.48315	-1	3.73981	80	Distal Intergenic	13	106118216	106143383	25168	1	267012	uc001vpz.3	-300958	DAOA
chr1	171432125	171432273	149	*	.	1000	.	130.26259	-1	3.73981	85	Distal Intergenic	1	171454666	171484998	30333	1	23215	uc001ghq.1	-22393	PRRC2C
chr1	38804131	38804301	171	*	.	1000	.	130.13644	-1	3.73981	80	Distal Intergenic	1	38674706	38680439	5734	2	339442	uc021olp.1	-123692	RP11-214L19.1
chr16	17423329	17423473	145	*	.	1000	.	130.08913	-1	3.73981	76	Intron (uc002dfa.3/64131, intron 2 of 11)	16	17196181	17564738	368558	2	64131	uc002dfa.3	141265	XYLT1
chr2	222025930	222026089	160	*	.	1000	.	129.85798	-1	3.73981	85	Distal Intergenic	2	222289929	222437001	147073	2	2043	uc002vmr.2	410912	EPHA4
chr12	11609061	11609234	174	*	.	1000	.	129.53753	-1	3.73981	101	Distal Intergenic	12	11544474	11548498	4025	2	653247	uc010shk.1	-60563	PRB2
chr5	83355068	83355191	124	*	.	1000	.	129.15627	-1	3.73981	75	Intron (uc003kio.1/10085, intron 9 of 10)	5	83343425	83374647	31223	2	10085	uc011ctt.1	19456	EDIL3
chr5	141002330	141002502	173	*	.	1000	.	129.03205	-1	3.73981	87	Intron (uc003lle.1/8841, intron 12 of 12)	5	140894588	140998622	104035	2	1729	uc021yeq.1	-3708	DIAPH1
chr18	35851435	35851595	161	*	.	1000	.	128.50352	-1	3.73981	77	Distal Intergenic	18	35237098	35237178	81	1	100422857	uc021uiz.1	614337	MIR4318
chr2	30652330	30652501	172	*	.	1000	.	128.45985	-1	3.73981	91	Distal Intergenic	2	30670123	30867091	196969	1	253558	uc002rnj.3	-17622	LCLAT1
chr17	9054754	9054905	152	*	.	1000	.	128.35469	-1	3.73981	66	Intron (uc002glw.4/9423, intron 2 of 6)	17	8924859	9147317	222459	1	9423	uc002glw.4	129895	NTN1
chr21	16241720	16241879	160	*	.	1000	.	128.30344	-1	3.73981	72	Distal Intergenic	21	16333556	16437126	103571	2	8204	uc002yjx.2	195247	NRIP1
chr11	121406405	121406554	150	*	.	1000	.	128.05577	-1	3.73981	80	Intron (uc001pxx.3/6653, intron 12 of 47)	11	121447469	121504471	57003	1	6653	uc010rzp.1	-40915	SORL1
chr8	96377067	96377229	163	*	.	1000	.	127.9336	-1	3.73981	74	Intron (uc022ayl.1/100616530, intron 2 of 5)	8	96257141	96281462	24322	2	157657	uc003yho.2	-95605	C8orf37
chr2	204205685	204205832	148	*	.	1000	.	127.70939	-1	3.73981	60	Intron (uc010zig.1/10152, intron 1 of 7)	2	204193003	204296892	103890	1	10152	uc010zij.2	12682	ABI2
chr20	32780897	32781053	157	*	.	1000	.	127.20551	-1	3.73981	87	Distal Intergenic	20	32848171	32857148	8978	1	434	uc002xah.1	-67118	ASIP
chr6	10417248	10417454	207	*	.	1000	.	126.39748	-1	3.73981	108	Intron (uc003myt.3/7020, intron 1 of 6)	6	10402439	10415470	13032	2	7020	uc003myu.1	-1778	TFAP2A
chrX	40853163	40853302	140	*	.	1000	.	126.2097	-1	3.73981	72	Distal Intergenic	23	40944888	41095832	150945	1	8239	uc004dfb.3	-91586	USP9X
chr9	16486019	16486172	154	*	.	1000	.	126.02184	-1	3.73981	98	Intron (uc011lmv.2/54796, intron 2 of 4)	9	16421260	16437522	16263	2	54796	uc003zmn.1	-48497	BNC2
chr17	54256664	54256823	160	*	.	1000	.	125.48509	-1	3.73981	77	Intron (uc002iun.1/162282, intron 1 of 16)	17	54230836	54560007	329172	1	162282	uc002iun.1	25828	ANKFN1
chr6	42045685	42045846	162	*	.	1000	.	124.22455	-1	3.73981	90	3' UTR	6	42018658	42048644	29987	1	129685	uc011dun.2	27027	TAF8
chr7	117810714	117810844	131	*	.	1000	.	123.95406	-1	3.73981	53	Distal Intergenic	7	117824086	117844093	20008	1	51691	uc003vjg.3	-13242	NAA38
chr3	97687836	97688012	177	*	.	1000	.	123.20317	-1	3.73981	91	Intron (uc003drz.2/84864, intron 1 of 9)	3	97666205	97686476	20272	2	84864	uc010hpa.1	-1360	MINA
chr16	77967311	77967579	269	*	.	1000	.	122.3326	-1	3.73981	108	Intron (uc002ffg.1/57687, intron 7 of 8)	16	78056443	78066001	9559	1	10143	uc002ffh.5	-88864	CLEC3A
chr18	44943637	44943811	175	*	.	1000	.	122.12678	-1	3.73981	83	Intron (uc002lcx.4/uc002lcx.4, intron 1 of 2)	18	44757494	44775554	18061	2	652991	uc010dnt.2	-168083	SKOR2
chr14	99664269	99664447	179	*	.	1000	.	121.89018	-1	3.73981	82	Intron (uc001yga.3/64919, intron 3 of 3)	14	99635625	99737822	102198	2	64919	uc001yga.3	73375	BCL11B
chr10	71657694	71657862	169	*	.	1000	.	121.72535	-1	3.73981	93	Intron (uc001jqk.2/1305, intron 13 of 38)	10	71561644	71718904	157261	1	1305	uc021psh.1	96050	COL13A1
chr7	83211802	83211945	144	*	.	1000	.	120.48576	-1	3.73981	72	Intron (uc022agy.1/9723, intron 1 of 16)	7	82993222	83270747	277526	2	9723	uc022agy.1	58802	SEMA3E
chr1	8167133	8167289	157	*	.	1000	.	119.63709	-1	3.73981	90	Distal Intergenic	1	8071779	8086393	14615	2	54206	uc001aoz.3	-80740	ERRFI1
chr8	112395613	112395760	148	*	.	1000	.	119.57791	-1	3.73981	83	Distal Intergenic	8	113322454	113349960	27507	2	114788	uc003ynw.1	954200	CSMD3
chr4	105555454	105555558	105	*	.	1000	.	119.52666	-1	3.73981	51	Intron (uc003hxh.1/uc003hxh.1, intron 1 of 7)	4	105389463	105416058	26596	2	80319	uc010ilo.4	-139396	CXXC4
chr9	131531190	131531346	157	*	.	1000	.	118.85404	-1	3.73981	75	Intron (uc004bwa.2/10444, intron 1 of 15)	9	131492067	131534213	42147	2	10444	uc004bwa.2	2867	ZER1
chr4	92520709	92520864	156	*	.	1000	.	118.75723	-1	3.73981	54	3' UTR	4	93225550	94138418	912869	1	2895	uc010ikx.3	-704686	GRID2
chr1	69244355	69244509	155	*	.	1000	.	118.5077	-1	3.73981	73	Distal Intergenic	1	68939835	68962799	22965	2	55635	uc001dem.4	-281556	DEPDC1
chr5	80246110	80246249	140	*	.	1000	.	118.23892	-1	3.73981	59	Distal Intergenic	5	80256508	80525981	269474	1	5924	uc003kha.2	-10259	RASGRF2
chr1	226520686	226520843	158	*	.	1000	.	117.81285	-1	3.73981	71	Distal Intergenic	1	226418850	226497449	78600	2	286826	uc001hqc.4	-23237	LIN9
chr1	213231984	213232165	182	*	.	1000	.	117.51183	-1	3.73981	80	Intron (uc009xdh.3/26750, intron 1 of 1)	1	213234724	213244383	9660	1	26750	uc009xdi.1	-2559	RPS6KC1
chr3	61688461	61688581	121	*	.	1000	.	117.29693	-1	3.73981	40	Intron (uc003dla.4/5793, intron 1 of 2)	3	61547243	62280573	733331	1	5793	uc003dlc.3	141218	PTPRG
chr1	216600790	216600924	135	*	.	1000	.	117.21827	-1	3.73981	70	Distal Intergenic	1	216347292	216596738	249447	2	7399	uc001hkv.3	-4052	USH2A
chr7	138243624	138243759	136	*	.	1000	.	117.20935	-1	3.73981	76	Intron (uc003vub.3/8805, intron 9 of 18)	7	138145810	138255748	109939	1	8805	uc022amn.1	97814	TRIM24
chr9	69307859	69307997	139	*	.	1000	.	117.09627	-1	3.73981	65	Distal Intergenic	9	69256645	69262593	5949	2	644019	uc004afl.3	-45266	CBWD2
chr9	69307859	69307997	139	*	.	1000	.	117.09627	-1	3.73981	65	Distal Intergenic	9	69256645	69262593	5949	2	644019	uc004afl.3	-45266	CBWD5
chr9	69307859	69307997	139	*	.	1000	.	117.09627	-1	3.73981	65	Distal Intergenic	9	69256645	69262593	5949	2	644019	uc004afl.3	-45266	CBWD1
chr9	69307859	69307997	139	*	.	1000	.	117.09627	-1	3.73981	65	Distal Intergenic	9	69256645	69262593	5949	2	644019	uc004afl.3	-45266	CBWD6
chr6	108920873	108920999	127	*	.	1000	.	116.98236	-1	3.73981	67	Intron (uc003psk.2/2309, intron 2 of 3)	6	108910909	109005971	95063	1	2309	uc011ean.1	9964	FOXO3
chr3	33426248	33426363	116	*	.	1000	.	116.15841	-1	3.73981	37	Intron (uc011axm.1/25827, intron 16 of 16)	3	33429829	33481870	52042	2	7342	uc003cfq.4	55507	UBP1
chr9	123863296	123863420	125	*	.	1000	.	116.14307	-1	3.73981	79	Intron (uc004bkw.2/11064, intron 7 of 9)	9	123874737	123912934	38198	1	11064	uc004bky.1	-11317	CNTRL
chr18	4988173	4988335	163	*	.	1000	.	116.06005	-1	3.73981	91	Distal Intergenic	18	5143672	5197255	53584	2	642597	uc010wzc.1	208920	C18orf42
chr8	29585344	29585488	145	*	.	1000	.	116.01058	-1	3.73981	77	Intron (uc003xhn.3/619351, intron 1 of 3)	8	29578776	29605625	26850	2	619351	uc003xhn.3	20137	LINC00589
chr7	69609049	69609195	147	*	.	1000	.	116.00537	-1	3.73981	57	Intron (uc003tvv.4/26053, intron 4 of 4)	7	69063905	70257885	1193981	1	26053	uc003tvx.4	545144	AUTS2
chr8	3848203	3848354	152	*	.	1000	.	115.19517	-1	3.73981	75	Intron (uc022aqr.1/64478, intron 5 of 69)	8	2792875	3267127	474253	2	64478	uc011kwj.2	-581076	CSMD1
chr11	28628570	28628679	110	*	.	1000	.	115.1268	-1	3.73981	46	Distal Intergenic	11	28131713	28147409	15697	1	196074	uc001msf.1	496857	METTL15
chr4	107823968	107824143	176	*	.	1000	.	115.03443	-1	3.73981	80	Distal Intergenic	4	107842959	107957453	114495	2	27123	uc003hyi.3	133310	DKK2
chr5	124264102	124264215	114	*	.	1000	.	114.42347	-1	3.73981	49	Distal Intergenic	5	123982372	124084500	102129	2	57507	uc003ktt.1	-179602	ZNF608
chr18	37640623	37640763	141	*	.	1000	.	114.0392	-1	3.73981	90	Distal Intergenic	18	36786888	37380282	593395	2	647946	uc002lal.1	-260341	LINC00669
chr15	39887375	39887499	125	*	.	1000	.	113.83703	-1	3.73981	78	Intron (uc001zkh.3/7057, intron 21 of 21)	15	39880801	39889668	8868	1	7057	uc010bbi.3	6574	THBS1
chr6	27770818	27770966	149	*	.	1000	.	113.39351	-1	3.73981	68	Distal Intergenic	6	27775257	27775709	453	2	8340	uc003njl.3	4743	HIST1H2BL
chr7	156585478	156585622	145	*	.	1000	.	113.20018	-1	3.73981	58	Intron (uc003wmv.4/64327, intron 1 of 12)	7	156473570	156589186	115617	2	64327	uc003wmv.4	3564	LMBR1
chr2	110802376	110802511	136	*	.	1000	.	113.08083	-1	3.73981	52	Distal Intergenic	2	110827538	110827619	82	2	100422994	uc021vmd.1	25108	MIR4267
chr9	112098479	112098594	116	*	.	1000	.	113.05519	-1	3.73981	56	Distal Intergenic	9	112002012	112083021	81010	2	54566	uc004bea.3	-15458	EPB41L4B
chr2	202023356	202023529	174	*	.	1000	.	112.71001	-1	3.73981	74	Promoter	2	202005012	202022515	17504	2	65072	uc002uxh.1	-841	CFLAR-AS1
chr18	24924167	24924302	136	*	.	1000	.	112.28376	-1	3.73981	69	Intron (uc002kwf.2/uc002kwf.2, intron 3 of 4)	18	24495595	24765302	269708	2	83539	uc021uij.2	-158865	CHST9
chr13	39329265	39329359	95	*	.	1000	.	112.02171	-1	3.73981	34	Intron (uc001uwv.3/341640, intron 2 of 23)	13	39343715	39439063	95349	1	341640	uc001uww.3	-14356	FREM2
chr3	89165740	89165885	146	*	.	1000	.	111.71077	-1	3.73981	69	Intron (uc003dqx.1/2042, intron 1 of 6)	3	89156674	89531284	374611	1	2042	uc003dqy.3	9066	EPHA3
chrX	35728629	35728752	124	*	.	1000	.	110.51172	-1	3.73981	69	Distal Intergenic	23	35816459	35821852	5394	1	139604	uc010ngt.1	-87707	MAGEB16
chr8	140331761	140331880	120	*	.	1000	.	110.38039	-1	3.73981	37	Distal Intergenic	8	140613082	140631342	18261	2	51305	uc003yve.1	299462	KCNK9
chr2	65437951	65438077	127	*	.	1000	.	110.34958	-1	3.73981	64	Distal Intergenic	2	65454829	65492501	37673	1	10097	uc010yqf.1	-16752	ACTR2
chr18	21386964	21387142	179	*	.	1000	.	110.29872	-1	3.73981	95	Intron (uc002kuq.3/3909, intron 12 of 74)	18	21452984	21535029	82046	1	3909	uc002kus.4	-65842	LAMA3
chr2	219965454	219965597	144	*	.	1000	.	109.88215	-1	3.73981	57	Intron (uc002vjp.4/79840, intron 5 of 7)	2	219919142	219925238	6097	2	3549	uc002vjo.2	-40216	IHH
chr10	35639154	35639273	120	*	.	1000	.	109.4709	-1	3.73981	57	Intron (uc001iyu.4/219771, intron 3 of 11)	10	35625802	35860847	235046	1	219771	uc010qet.2	13352	CCNY
chr8	26637130	26637275	146	*	.	1000	.	109.43816	-1	3.73981	81	Intron (uc003xfc.1/148, intron 1 of 2)	8	26605667	26722922	117256	2	148	uc003xfc.1	85647	ADRA1A
chr5	170612323	170612470	148	*	.	1000	.	108.48256	-1	3.73981	51	Intron (uc003mba.3/64901, intron 18 of 27)	5	170610171	170727019	116849	1	64901	uc010jjs.3	2152	RANBP17
chr9	38381326	38381447	122	*	.	1000	.	108.47993	-1	3.73981	38	Distal Intergenic	9	38392661	38398662	6002	1	219	uc004aay.3	-11214	ALDH1B1
chr15	35183280	35183395	116	*	.	1000	.	108.42201	-1	3.73981	61	Intron (uc001ziv.3/9716, intron 23 of 34)	15	35148552	35261995	113444	2	9716	uc001ziv.3	78600	AQR
chr3	106830453	106830621	169	*	.	1000	.	108.25604	-1	3.73981	78	Intron (uc003dwf.4/100302640, intron 2 of 7)	3	106555658	106959485	403828	2	100302640	uc003dwf.4	128864	LINC00882
chr4	68451843	68452009	167	*	.	1000	.	108.22566	-1	3.73981	92	Intron (uc003hde.4/26228, intron 6 of 8)	4	68424446	68473055	48610	1	26228	uc003hdf.3	27397	STAP1
chr9	77128606	77128730	125	*	.	1000	.	108.21091	-1	3.73981	55	Intron (uc004ajh.3/6096, intron 1 of 9)	9	77112252	77302117	189866	1	6096	uc004ajh.3	16354	RORB
chr18	25048142	25048281	140	*	.	1000	.	108.15667	-1	3.73981	43	Intron (uc002kwf.2/uc002kwf.2, intron 3 of 4)	18	24495595	24765302	269708	2	83539	uc021uij.2	-282840	CHST9
chr3	54821333	54821460	128	*	.	1000	.	108.02109	-1	3.73981	54	Intron (uc003dhf.3/55799, intron 13 of 37)	3	54908632	54935282	26651	2	100874237	uc003dhk.1	113822	CACNA2D3-AS1
chr6	8383730	8383795	66	*	.	1000	.	107.92292	-1	3.73981	26	Distal Intergenic	6	8413301	8435734	22434	2	51000	uc003myc.3	51939	SLC35B3
chr2	201972978	201973103	126	*	.	1000	.	107.75327	-1	3.73981	57	Distal Intergenic	2	201980877	202004600	23724	1	8837	uc002uwy.3	-7774	CFLAR
chr8	73001969	73002208	240	*	.	1000	.	107.47774	-1	3.73981	120	Distal Intergenic	8	72933486	72987819	54334	2	8989	uc003xza.3	-14150	TRPA1
chr3	182140156	182140276	121	*	.	1000	.	107.11995	-1	3.73981	59	Distal Intergenic	3	182164758	182204150	39393	2	401103	uc021xib.2	63874	RP11-139K4.1
chr2	17827429	17827552	124	*	.	1000	.	107.06567	-1	3.73981	59	Intron (uc002rcm.3/7447, intron 2 of 3)	2	17877556	17927218	49663	2	79677	uc002rcp.1	99666	SMC6
chr6	31173051	31173164	114	*	.	1000	.	106.89202	-1	3.73981	59	Distal Intergenic	6	31165537	31171745	6209	1	253018	uc011dni.3	7514	HCG27
chr2	231410768	231410908	141	*	.	1000	.	106.74292	-1	3.73981	78	Distal Intergenic	2	231368901	231410317	41417	1	6672	uc010fxp.1	41867	SP100
chr5	78017312	78017438	127	*	.	1000	.	106.71718	-1	3.73981	63	Distal Intergenic	5	77781038	77944648	163611	2	10184	uc003kfo.3	-72664	LHFPL2
chr2	206462576	206462718	143	*	.	1000	.	106.66962	-1	3.73981	69	Intron (uc002vao.2/117583, intron 21 of 21)	2	206547224	206608422	61199	1	8828	uc002vat.3	-84506	NRP2
chr1	182958031	182958153	123	*	.	1000	.	106.42972	-1	3.73981	58	Distal Intergenic	1	182992595	183074191	81597	1	3915	uc001gpx.3	-34442	LAMC1
chr12	131624941	131625063	123	*	.	1000	.	106.16358	-1	3.73981	69	3' UTR	12	131649556	131697476	47921	1	116437	uc001uiw.3	-24493	RP11-638F5.1
chr4	181950067	181950245	179	*	.	1000	.	105.61296	-1	3.73981	96	Distal Intergenic	4	181985243	182080302	95060	2	728081	uc003iuz.3	130057	LINC00290
chr17	44556576	44556717	142	*	.	1000	.	105.39033	-1	3.73981	79	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-33359	LRRC37A
chr17	44556576	44556717	142	*	.	1000	.	105.39033	-1	3.73981	79	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-33359	LRRC37A2
chr17	44556576	44556717	142	*	.	1000	.	105.39033	-1	3.73981	79	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-33359	AC138688.1
chr17	44556576	44556717	142	*	.	1000	.	105.39033	-1	3.73981	79	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-33359	AC217778.1
chr17	44556576	44556717	142	*	.	1000	.	105.39033	-1	3.73981	79	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-33359	AC139677.5
chr17	44556576	44556717	142	*	.	1000	.	105.39033	-1	3.73981	79	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-33359	AC139677.10
chr20	22456293	22456398	106	*	.	1000	.	105.20943	-1	3.73981	60	Distal Intergenic	20	22380971	22401281	20311	2	284788	uc010zso.1	-55012	RP5-1004I9.1
chr2	100182637	100182765	129	*	.	1000	.	105.07042	-1	3.73981	60	Intron (uc002taf.3/3899, intron 18 of 23)	2	100016938	100106480	89543	2	51455	uc002tad.3	-76157	REV1
chr18	60804504	60804659	156	*	.	1000	.	105.02688	-1	3.73981	76	Intron (uc002lit.1/596, intron 2 of 2)	18	60790579	60986613	196035	2	596	uc002lit.1	181954	BCL2
chr8	71219085	71219196	112	*	.	1000	.	104.92284	-1	3.73981	65	Intron (uc003xyn.1/10499, intron 1 of 22)	8	71024267	71316020	291754	2	10499	uc003xyn.1	96824	NCOA2
chr9	32345323	32345453	131	*	.	1000	.	104.67338	-1	3.73981	73	Distal Intergenic	9	32384601	32436395	51795	1	48	uc010mjh.1	-39148	ACO1
chr12	48021822	48021990	169	*	.	1000	.	104.43937	-1	3.73981	110	Distal Intergenic	12	48055715	48099844	44130	2	79657	uc001rpr.3	77854	RPAP3
chr11	113849892	113850018	127	*	.	1000	.	104.32029	-1	3.73981	66	Exon (uc009yyx.3/3359, exon 3 of 8)	11	113848222	113861034	12813	1	3359	uc010rxc.2	1670	HTR3A
chr7	23116078	23116171	94	*	.	1000	.	104.20799	-1	3.73981	59	Distal Intergenic	7	23140847	23145322	4476	2	100775104	uc003svo.1	29151	KLHL7-AS1
chr5	19928054	19928188	135	*	.	1000	.	104.12789	-1	3.73981	50	Intron (uc003jgd.3/1016, intron 2 of 12)	5	19473155	19886381	413227	2	1016	uc021xwu.1	-41673	CDH18
chr11	97722947	97723075	129	*	.	1000	.	103.82965	-1	3.73981	67	Distal Intergenic	11	98891706	100096179	1204474	1	53942	uc009ywv.2	-1168631	CNTN5
chr1	242179079	242179199	121	*	.	1000	.	103.80713	-1	3.73981	60	Distal Intergenic	1	242158792	242162385	3594	2	440738	uc001hzk.2	-16694	MAP1LC3C
chr7	148567627	148567741	115	*	.	1000	.	103.73755	-1	3.73981	55	Intron (uc011kug.2/2146, intron 1 of 18)	7	148504464	148580601	76138	2	2146	uc011kug.2	12860	EZH2
chr1	204710366	204710525	160	*	.	1000	.	103.55607	-1	3.73981	83	Distal Intergenic	1	204586303	204654597	68295	2	10446	uc009xbf.1	-55769	LRRN2
chr13	87128142	87128263	122	*	.	1000	.	103.34123	-1	3.73981	60	Distal Intergenic	13	86366922	86373483	6562	2	84189	uc001vll.1	-754659	SLITRK6
chr12	104526469	104526622	154	*	.	1000	.	102.92592	-1	3.73981	86	Intron (uc001tkl.1/4801, intron 2 of 7)	12	104510858	104532040	21183	2	4801	uc001tkl.1	5418	NFYB
chr1	64473058	64473177	120	*	.	1000	.	102.83497	-1	3.73981	60	Intron (uc001dbi.4/4919, intron 1 of 6)	1	64669490	64710027	40538	1	148581	uc001dbn.1	-196313	UBE2U
chr19	49640299	49640433	135	*	.	1000	.	102.79804	-1	3.73981	78	3' UTR	19	49646061	49654280	8220	1	8541	uc002pmt.3	-5628	PPFIA3
chr10	131049234	131049318	85	*	.	1000	.	102.79256	-1	3.73981	58	Distal Intergenic	10	131265454	131565783	300330	1	4255	uc001lkh.2	-216136	MGMT
chr15	77633982	77634092	111	*	.	1000	.	102.76407	-1	3.73981	58	Intron (uc021sqy.1/79834, intron 1 of 7)	15	77400498	77712446	311949	2	79834	uc021sqy.1	78354	PEAK1
chrX	131477608	131477722	115	*	.	1000	.	102.737	-1	3.73981	46	Intron (uc004ewr.1/uc004ewr.1, intron 2 of 2)	23	131503343	131547603	44261	2	55796	uc004ewt.3	69881	MBNL3
chr4	83922540	83922647	108	*	.	1000	.	102.7143	-1	3.73981	65	Intron (uc003hnx.3/132660, intron 1 of 12)	4	83845756	83931982	86227	2	132660	uc003hnx.3	9335	LIN54
chr8	55930785	55930886	102	*	.	1000	.	102.68116	-1	3.73981	23	Distal Intergenic	8	56015017	56438710	423694	1	114786	uc003xsf.3	-84131	XKR4
chr6	24683783	24683853	71	*	.	1000	.	102.55575	-1	3.73981	9	Intron (uc003nek.3/55856, intron 1 of 2)	6	24667263	24705295	38033	1	55856	uc010jpv.3	16520	ACOT13
chrX	28625317	28625436	120	*	.	1000	.	102.17131	-1	3.73981	66	Intron (uc004dby.2/11141, intron 1 of 10)	23	28605681	29974017	1368337	1	11141	uc004dby.2	19636	IL1RAPL1
chr22	19891722	19891862	141	*	.	1000	.	102.15028	-1	3.73981	61	Intron (uc002zqj.1/10587, intron 8 of 17)	22	19863047	19868870	5824	2	10587	uc002zqq.1	-22852	TXNRD2
chr22	19891722	19891862	141	*	.	1000	.	102.15028	-1	3.73981	61	Intron (uc002zqj.1/10587, intron 8 of 17)	22	19863047	19868870	5824	2	10587	uc002zqq.1	-22852	LRG_417
chr6	90484998	90485117	120	*	.	1000	.	101.72539	-1	3.73981	61	Intron (uc003pnn.1/23195, intron 12 of 101)	6	90460669	90494845	34177	2	23195	uc003pno.1	9728	MDN1
chr9	123072566	123072676	111	*	.	1000	.	101.67743	-1	3.73981	57	Distal Intergenic	9	123007257	123007328	72	2	406939	uc011lxv.1	-65238	MIR147A
chr18	33585231	33585347	117	*	.	1000	.	101.62577	-1	3.73981	45	Intron (uc002kze.1/55197, intron 7 of 8)	18	33552588	33559250	6663	1	83608	uc021uiu.1	32643	C18orf21
